,As,C,Charpy,Cr,Cu,Diffusible Hydrogen,Elongation,Lateral,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Nb,Ni,Ni+Mn,P,P S,S,S Ni,SN,Si,Si P,Sn,Tensile,V,Yield,aws,conformances,ind,key features,requirements,typic_results,typical applications,category,name,url
116,0.005,0.075,27.0,6.0,0.005,,22.0,,0.7000000000000001,,0.15,,,,,0.012,,0.015,,,0.225,,0.01,490.0,,415.0, E7010-P1,"on-aws-a5.5-e9018-b3
mium,-
bs-en-iso-3580-a-e-crmo1-b-3-2
loy-
bs-en-iso-3580-b-e-6216-2c1m
bs-2493-2crmo-b-h
din-8575-ecrmo-2-b-2-6
w-
5-ppm)",309,"•-designed-for-prolonged-•-designed-for-all-positio
elevated-temperatures-up-welding-of-2.25%-chrom
to-600°c-(1112°f)-1%-molybdenum-low-all
steels
•-refineries-where-corrosion-
resistance-to-sulphur-•-trace-elements-are-
bearing-crude-oil-is-at-controlled-to-ensure-low
250-450°c-(482-842°f)-bruscato-(x-factor-15
and-wantanbe-
(j-factor-180-ppm)-fa
welding-positions----------
all",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,diameters-/-packaging,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-B2MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-B2MR(LincolnElectric)
117,,,70.5,,,,26.0,,,,,,,,,,,,,,,,,580.0,,485.0, E7010-P1,,310,,Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-B2MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-B2MR(LincolnElectric)
118,,,27.0,,,,19.0,,,,,,,,,,,,,,,,,550.0,,460.0, E8010-P1,,312,,Requirements - AWS E8010-P1,Typical Results(3) - As-Welded,,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C1MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C1MR(LincolnElectric)
119,,0.075,99.0,0.4,,,25.5,,0.75,,,,,1.05,,,,0.025,,,0.6000000000000001,,,615.0,,510.0, E8010-P1,"typical-applications-------------
•-oil-refineries-•-pressure-vessels
•-power-plants-•-heat-exchangers
•-piping",313,"•-designed-for-corrosion-resistance-in-elevated-temperatur
to-600⁰c-(1112⁰f)-
•-moisture-resistant-coating-provides-low-amounts-of-weld
hydrogen-levels-for-a-superior-weld
•-smooth-arc-performance-in-all-positions
welding-positions------------
all,-except-vertical-down",Requirements - AWS E8010-P1,Typical Results(3) - As-Welded,"conformances
res-up-aws-5.5-e8015-b8-h4
bs-en-iso-3580-a-e-crmo9-b-3-2-h5
d-metal-
bs-en-iso-3580-b-e-6216-9c1m",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C1MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C1MR(LincolnElectric)
120,,0.1,27.0,,,,19.0,,0.5750000000000001,,0.05,,0.2,1.025,,0.01,,0.01,,,0.30000000000000004,,,550.0,0.25,460.0,"
 E8010‐P1","aws-a5.5-e9015-b91
bs-en-iso-3580-b-e-6216-9c1mv
91,",315,"•-improved-long-term-creep-properties
•-can-weld-equivalent-(p91)-9crmo-steels
•-designed-to-weld-the-modified-steels-t91,-p91-or-grade-9
which-are-designed-to-provide-improved-creep-strength,-
toughness-fatigue-and-oxidation,-and-corrosion-resistance
at-elevated-temperatures.
welding-positions----------
all","Requirements
AWS E8010‐P1","Typical Results(3)
As-Welded","diameters-/-packaging
diameter-4.5-kg-(10-lb)-
mm-(in)-easy-open-can",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C3MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C3MR(LincolnElectric)
121,,,99.0,,,,25.5,,,,,,,,,,,,,,,,,560.0,,510.0,"
 E8010‐P1",,316,,"Requirements
AWS E8010‐P1","Typical Results(3)
As-Welded",,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C3MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-C3MR(LincolnElectric)
122,,0.1,,,,,19.0,,1.5,,,,,0.35000000000000003,,,,0.025,,,0.8,,,550.0,,460.0, E8018-G H4,"typical-applications-------------
•-offshore-oil-pipework
•-fittings",319,"•-moisture-resistant-coating-provides-low-amount-of-weld-m
hydrogen-levels-for-a-superior-weld
•-developed-to-resist-sulphide-induced-stress-corrosion-cra
•-improved-sub-zero-toughness
welding-positions------------
all,-except-vertical-down",Requirements - AWS E8018-G H4,Typical Results(3) - As-Welded,"conformances
metal-aws-5.5-e9018-d1
bs-2493-mnmobh
acking",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur9018-B3MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur9018-B3MR(LincolnElectric)
123,,0.04,,0.045,0.04,2.5,19.0,,1.6099999999999999,,0.42,,,,,0.015,,,1.43,,0.455,,,550.0,0.015,460.0, E8018-G H4,"diameters-/-packaging
diameter-length
mm-(in)-in-(mm)
018-g-h4r-•-low-alloy,-low-hydrogen,-pipe",319,"typical-applications
(cid:23)(cid:3)fill-and-cap-pass-welding-of-up-to-x80-grade-pipe",Requirements - AWS E8018-G H4,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e10018-g-h4r
asme-sfa-a5.5:-e10018-g-h4r
welding-positions
all,-except-vertical-down",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur9018-B3MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur9018-B3MR(LincolnElectric)
124,,,74.5,,,,30.5,,,,,,,,,,,,,,,,,662.5,,580.0, E9018M H4R,,31,,Requirements - AWS E9018M H4R,Typical Results(3)  - As-Welded,,hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur7018-A1MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur7018-A1MR(LincolnElectric)
125,,,131.5,,,,28.0,,,,,,,,,,,,,,,,,665.0,,585.0, E8018-G H4,,320,,Requirements - AWS E8018-G H4,Typical Results(3) - As-Welded,,,,
126,,0.05,,0.05,,,15.0,,1.175,,0.02,,,0.04,,0.01,,,,,0.425,,,690.0,0.01,600.0, E10018-G H4R,nan,322,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",Requirements - AWS E10018-G H4R,Typical Results(3)  - As-Welded,nan,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur9018MMR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur9018MMR(LincolnElectric)
127,,,110.0,,,,23.0,,,,,,,,,,,,,,,,,782.5,,700.0, E10018-G H4R,,323,,Requirements - AWS E10018-G H4R,Typical Results(3)  - As-Welded,,,,
128,,0.055,27.0,0.045,,2.5,19.0,,1.28,1.395,0.05,,,,,0.015,,,0.0266666667,,0.51,,,550.0,0.02,460.0," E8045-P2 H4R
PIPELINER LH-D80","diameters-/-packaging
h4r",325,"improved-coating-integrity
extreme-bendability
60%-less-moisture-pickup-vs.-competition
reduction-of-arc-starting-porosity
clear-puddle-and-a-smooth-arc","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","power-generation-pressure-piping
petrochemical-mild-steel
pressure-vessels",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner6PPlus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner6PPlus(LincolnElectric)
129,,,100.0,,,,28.5,,,,,,,,,,,,,,,,,585.0,,500.0," E8045-P2 H4R
PIPELINER LH-D80",,326,,"Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R",,,,
130,,0.15,27.0,0.2,,4.0,19.0,,1.6,,0.30000000000000004,,,0.30000000000000004,,,0.1925,,,,0.75,,,550.0,,460.0," E8045-P2 H4R
PIPELINER LH-D80",nan,328,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner7PPlus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner7PPlus(LincolnElectric)
131,,0.07,100.0,0.03,,2.0,28.5,,0.97,,0.225,,,0.02,,,0.01,,,,0.27,,,585.0,,500.0," E8045-P2 H4R
PIPELINER LH-D80",nan,329,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",,,
132,,0.15,27.0,0.30000000000000004,,,19.0,,1.6,,0.08,,,,,0.035,,0.035,,,0.75,,,550.0,1.75,460.0," E8045-P2 H4R
PIPELINER LH-D80","diameters-/-packaging
buy-america",331,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner8PPlus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner8PPlus(LincolnElectric)
133,,0.12,27.0,0.2,,,19.0,,1.3,,0.5,,,1.0,,0.03,,,,,0.8,,,550.0,0.05,460.0," E8045-P2 H4R
PIPELINER LH-D80",nan,331,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R",nan,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner8PPlus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner8PPlus(LincolnElectric)
134,,0.055,100.0,,,,28.5,,1.12,,,,,,,0.0125,,0.008,,,0.395,,,585.0,,500.0," E8045-P2 H4R
PIPELINER LH-D80","diameters-/-packaging
buy-america",332,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",,,
135,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,430.0,,330.0, E6010,,33,,Requirements - AWS E6010,Typical Results(3) - As-Welded,,hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-B2MR(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Excalibur-Excalibur8018-B2MR(LincolnElectric)
136,,0.15,,0.2,,8.0,19.0,,1.6,1.75,0.30000000000000004,,,,,0.035,,,0.1675,,0.9,,,550.0,0.08,460.0, E8018-G H4,"key-features
-
high-deposition-rates
-
premium-arc-performance
-
high-travel-speed
-
h8-diffusible-hydrogen-levels
-
capable-of-producing-weld-deposits-with-
impact-toughness-exceeding-84-j-(60-ft•lbf)-
at-40°c-(-40°f)
y)
welding-positions
flat-&-horizontal",334,"typical-applications
-
structural-storage-tanks
-
heavy-fabrication-bridge-fabrication
-
shipbuilding",Requirements - AWS E8018-G H4,Typical Results(3) - As-Welded,"conformances
aws-a5.1/a5.1m:-2004-e7028-h8
asme-sfa-a5.1:-e7028-h8
abs:-e7028,-3y-h10-(fillet-only
lloyd’s-register:-3ym-h10
dnv-grade:-3-yh10
cwb/csa-w48-06:-e4928-h8
aws-e7028-h8-•-mild-steel,-low-hydrogen",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerArc80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerArc80(LincolnElectric)
137,,0.045,131.5,0.035,,4.5,28.0,,1.34,1.435,0.02,,,,,0.0105,,,0.018000000000000002,,0.605,,,665.0,0.02,585.0, E8018-G H4,"key-features
-
high-deposition-rates
-
premium-arc-performance
-
high-travel-speed
-
h8-diffusible-hydrogen-levels
-
capable-of-producing-weld-deposits-with-
impact-toughness-exceeding-84-j-(60-ft•lbf)-
at-40°c-(-40°f)
y)
welding-positions
flat-&-horizontal",335,"typical-applications
-
structural-storage-tanks
-
heavy-fabrication-bridge-fabrication
-
shipbuilding",Requirements - AWS E8018-G H4,Typical Results(3) - As-Welded,"conformances
aws-a5.1/a5.1m:-2004-e7028-h8
asme-sfa-a5.1:-e7028-h8
abs:-e7028,-3y-h10-(fillet-only
lloyd’s-register:-3ym-h10
dnv-grade:-3-yh10
cwb/csa-w48-06:-e4928-h8
aws-e7028-h8-•-mild-steel,-low-hydrogen",,,
138,,0.15,27.0,0.30000000000000004,,,22.0,,1.6,,0.08,,,,,0.035,,0.035,,,0.75,,,430.0,1.75,330.0, E6011,"aws-a5.1:-e7018-h4r
asme-sfa-a5.1:-e7018-h4r
abs:-e7018,-3y
lloyd’s-register:-3ym-h5
dnv-grade:-3-y40h5
gl:-3yh5
bv-grade:-3yhhh
cwb/csa-w48-06:-e4918-1
mil-e-22200/1:-mil-7018",337,•-smooth-arc-performance,Requirements - AWS E6011,Typical Results(3) - As-Welded,"•-general-fabrication
welding-positions
all,-except-vertical-down",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner16P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner16P(LincolnElectric)
139,,0.06,53.5,,,,27.0,,1.06,,,,,,,0.015,,0.02,,,0.41500000000000004,,,580.0,,475.0, E6011,"aws-a5.1:-e7018-h4r
asme-sfa-a5.1:-e7018-h4r
abs:-e7018,-3y
lloyd’s-register:-3ym-h5
dnv-grade:-3-y40h5
gl:-3yh5
bv-grade:-3yhhh
cwb/csa-w48-06:-e4918-1
mil-e-22200/1:-mil-7018",338,•-smooth-arc-performance,Requirements - AWS E6011,Typical Results(3) - As-Welded,"•-general-fabrication
welding-positions
all,-except-vertical-down",,,
140,,0.055,27.0,,,,22.0,,1.05,,,,,,,0.01,,0.01,,,0.41000000000000003,,,430.0,,330.0, E6010,"aws-a5.1/a5.1m:-e7018-h4r
asme-sfa-a5.1:-e7018-h4r
abs:-e7018
lloyd’s-register:-3ym-h5
dnv-grade:-3-yh5
gl:-3yh5
bv-grade:-3yhhh
cwb/csa-w48-06-e4918-1",341,•-smooth-arc-performance,Requirements - AWS E6010,Typical Results(3) - As-Welded,"•-general-fabrication
welding-positions
all,-except-vertical-down",,,
141,,0.05,54.5,0.05,,,28.0,,1.175,,0.02,,,0.04,,0.01,,,,,0.425,,,542.5,0.01,447.5, E6010,nan,342,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",Requirements - AWS E6010,Typical Results(3) - As-Welded,nan,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric)
142,,0.15,27.0,0.30000000000000004,,,22.0,,1.6,,0.08,,,,,0.035,,0.035,,,0.75,,,430.0,1.75,330.0, E6010,"aws-a5.1/a5.1m:-e7018-h8
asme-sfa-a5.1:-e7018-h8
cwb/csa-w48-06:-e4918-h8
welding-positions
all,-except-vertical-down",344,"•-ac-polarity-welding
•-low-open-circuit-voltage-operation
•-mal-spatter
•-capable-of-cold-re-strikes",Requirements - AWS E6010,Typical Results(3) - As-Welded,"•-general-fabrication
•-tack-and-skip-welds
•-thin-sections",,,
143,,0.055,72.0,,,,25.5,,1.3,,,,,,,0.015,,0.01,,,0.47500000000000003,,,555.0,,457.5, E6010,"aws-a5.1/a5.1m:-e7018-h8
asme-sfa-a5.1:-e7018-h8
cwb/csa-w48-06:-e4918-h8
welding-positions
all,-except-vertical-down",345,"•-ac-polarity-welding
•-low-open-circuit-voltage-operation
•-mal-spatter
•-capable-of-cold-re-strikes",Requirements - AWS E6010,Typical Results(3) - As-Welded,"•-general-fabrication
•-tack-and-skip-welds
•-thin-sections",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric)
144,,0.07,,,,,17.0,,1.35,,,,,,,0.015,,0.015,,,0.5,,,430.0,,330.0, E6013,"aws-a5.1:-e7018-1-h4r
asme-sfa-a5.1:-e7018-1-h4r
cwb/csa-w48-06:-e4918-1-h4",348,"•-50%-less-moisture-pick-vs.-competition
•-clear-weld-puddle-without-slag-interference
•-flat-bead-profile
•-no-intentional-addition-of-zinc-for-moisture-
resistance
welding-positions
all,-except-vertical-down",Requirements - AWS E6013,Typical Results(3) - As-Welded,"diameters-/-packaging
1-lb-(0.5-kg)",flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric)
145,,,56.5,,,,23.0,,,,,,,,,,,,,,,,,487.5,,420.0, E6013,,349,,Requirements - AWS E6013,Typical Results(3) - As-Welded,,flux-cored-wires-gas-shielded,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric)
