,Item Brand,Item Name,Item Type,Special Category,"C(Min,Max)%",CVN Impact,CVN Temp C,"Cr(Min,Max)%",Elong %,Fillet Weld Test,Hydrogen Ml/100gm,"Mn(Min,Max)%",Mn+Cr+Ni+Mo+V,"Mo(Min,Max)%",Moisture,"Ni(Min,Max)%","P (Min,Max)%",Radiography,"S (Min,Max)%","Si (Min,Max)%",Test Condition1,Test Condition2 - EN,"UTS(Kg/mm2)(Min,Max%","V(Min ,Max%)",YS(Kgf/mm2),"Cb(Min,Max)%","Cu(Min, Max)",Test Cond as Per,CVN Impact - EN,CVN Temp C - EN,Special Prop.,"Fe(Min,Max)%","Nb(Min,Max)",Ti (Min Max%),UTS,CVN Avg.,"Al(Min, Max)%",PWHT,"Zr (Min, Max%)","N (Min,Max)%","Cb (Min,Max%)`",FG Batch,"Co(Min,Max)%","Nickel(Min,Max%)",Other Elements Total,"W(Min, Max) %",Physical Appearance,Elong % I,"Nb(Min,Max)%","PB(Min, Max)%",Hardness,Special Prop 1,Special Prop 2,Special Prop 3,W,Hardness ParmeterI,Special Prop 4,Special Prop 6,Special Prop 7,Special Prop 5,Special Prop 8,"Boron (Min,Max%)","NB+TA(Min,Max%)",Sn,Hardness Parmeter,BaCo3,"UTS(MPa)(Min,Max%)",YS MPa,Elong % - EN,PWHT - EN,"UTS(Kg/mm2)(Min,Max%-EN",YS(Kgf/mm2)-EN,"APP.DENSITY(MIN,MAX)",Cobalt,Flow Rate (Hall),Mesh Size(BS),As,Sb,Bend Test,"IR (Min,Max)%","Lead (Min,Max)",Ferrite (Fn),"TI(Min,Max%)"
170,    F-CR-MO-9,F-CR-MO-9 1.6 X 1000,Non Moving Finished Goods,  FW,"        0.000,        0.100",,,"        8.000,       10.500","       17.000,        0.000",,,"        0.400,        0.700",,"        0.800,        1.200",,"        0.000,        0.500","        0.000,        0.025",                 Satisfactory,"        0.000,        0.025","        0.000,        0.500",,,"      550.000,        0.000",,"      570.000,        0.000",,"        0.000,        0.350",AWS-SFA: 5.28 ER 80S-B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,    F-CR-MO-9,F-CR-MO-9 2.0 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.100",,,"        8.000,       10.500","       17.000,        0.000",,,"        0.400,        0.700",,"        0.800,        1.200",,"        0.000,        0.500","        0.000,        0.025",                 Satisfactory,"        0.000,        0.025","        0.000,        0.500",,,"      550.000,        0.000",,"      570.000,        0.000",,"        0.000,        0.350",AWS-SFA: 5.28 ER 80S-B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,    F-CR-MO-9,F-CR-MO-9 2.4 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.100",,,"        8.000,       10.500","       17.000,        0.000",,,"        0.400,        0.700",,"        0.800,        1.200",,"        0.000,        0.500","        0.000,        0.025",                 Satisfactory,"        0.000,        0.025","        0.000,        0.500",,,"      550.000,        0.000",,"      570.000,        0.000",,"        0.000,        0.350",AWS-SFA: 5.28 ER 80S-B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,    F-CR-MO-9,F-CR-MO-9 2.5 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.100",,,"        8.000,       10.500","       17.000,        0.000",,,"        0.400,        0.700",,"        0.800,        1.200",,"        0.000,        0.500","        0.000,        0.025",                 Satisfactory,"        0.000,        0.025","        0.000,        0.500",,,"      550.000,        0.000",,"      570.000,        0.000",,"        0.000,        0.350",AWS-SFA: 5.28 ER 80S-B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,    F-CR-MO-91,F-CR-MO-91 1.6 X 1000,Non Moving Finished Goods,  FW,"        0.070,        0.130",,-,"        8.000,       10.500","       16.000,        0.000",,,"        0.000,        1.200",,"        0.850,        1.200",,"        0.000,        0.800","        0.000,        0.010",                 Satisfactory,"        0.000,        0.010","        0.150,        0.500",,,"      620.000,        0.000","        0.150,        0.300","      410.000,        0.000",,"        0.000,        0.200",AWS-SFA: 5.28 ER 90S-B9,,,,,"        0.020,        0.100",,,,             0.00 - 0.04,,,"        0.030,        0.070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,    F-CR-MO-91,F-CR-MO-91 2.0 X 1000,U3 - Filler Wires,  FW,"        0.070,        0.130",,-,"        8.000,       10.500","       16.000,        0.000",,,"        0.000,        1.200",,"        0.850,        1.200",,"        0.000,        0.800","        0.000,        0.010",                 Satisfactory,"        0.000,        0.010","        0.150,        0.500",,,"      620.000,        0.000","        0.150,        0.300","      410.000,        0.000",,"        0.000,        0.200",AWS-SFA: 5.28 ER 90S-B9,,,,,,,,,             0.00 - 0.04,,,"        0.030,        0.070","     0.020,        0.100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,    F-CR-MO-91,F-CR-MO-91 2.4 X 1000,U3 - Filler Wires,  FW,"        0.070,        0.130",,-,"        8.000,       10.500","       16.000,        0.000",,,"        0.000,        1.200",,"        0.850,        1.200",,"        0.000,        0.800","        0.000,        0.010",                 Satisfactory,"        0.000,        0.010","        0.150,        0.500",,,"      620.000,        0.000","        0.150,        0.300","      410.000,        0.000",,"        0.000,        0.200",AWS-SFA: 5.28 ER 90S-B9,,,,,,,,,             0.00 - 0.04,,,"        0.030,        0.070","     0.020,        0.100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,    F-CR-MO-91,F-CR-MO-91 2.5 X 1000,U3 - Filler Wires,  FW,"        0.070,        0.130",,-,"        8.000,       10.500","       16.000,        0.000",,,"        0.000,        1.200",,"        0.850,        1.200",,"        0.000,        0.800","        0.000,        0.010",                 Satisfactory,"        0.000,        0.010","        0.150,        0.500",,,"      620.000,        0.000","        0.150,        0.300","      410.000,        0.000",,"        0.000,        0.200",AWS-SFA: 5.28 ER 90S-B9,,,,,,,,,             0.00 - 0.04,,,"        0.030,        0.070","     0.020,        0.100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,    F-MN-MO,F-MN-MO 2 X 1000,U3 - Filler Wires,  FW,"        0.070,        0.120",,,,"       17.000,        0.000",,,"        1.600,        2.100",,"        0.400,        0.600",,"        0.000,        0.150","        0.000,        0.025",                 Satisfactory,"        0.000,        0.025","        0.500,        0.800",,,"      550.000,        0.000",,"      470.000,        0.000",,"        0.000,        0.500",AWS-SFA: 5.28 ER80S-G,,,,,,,,,, As Per Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,    F-MN-MO,F-MN-MO 2.40 X 1000,U3 - Filler Wires,  FW,"        0.070,        0.120",,,,"       17.000,        0.000",,,"        1.600,        2.100",,"        0.400,        0.600",,"        0.000,        0.150","        0.000,        0.025",                 Satisfactory,"        0.000,        0.025","        0.500,        0.800",,,"      550.000,        0.000",,"      470.000,        0.000",,"        0.000,        0.500",AWS-SFA: 5.28 ER80S-G,,,,,,,,,, As Per Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,    F-MN-MO,F-MN-MO 2.5 X 1000,U3 - Filler Wires,  FW,"        0.070,        0.120",,,,"       17.000,        0.000",,,"        1.600,        2.100",,"        0.400,        0.600",,"        0.000,        0.150","        0.000,        0.025",                 Satisfactory,"        0.000,        0.025","        0.500,        0.800",,,"      550.000,        0.000",,"      470.000,        0.000",,"        0.000,        0.500",AWS-SFA: 5.28 ER80S-G,,,,,,,,,, As Per Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,    FW -410,FW-410 1.6 X 1000 MM(5KG),U3 - Filler Wires,  FW,"        0.000,        0.120",,,"       11.500,       13.500","       20.000,        0.000",,,"        0.000,        0.600",,"        0.000,        0.750",,"        0.000,        0.600","        0.000,        0.030",,"        0.000,        0.030","        0.000,        0.500",,,,,,,"        0.000,        0.750",AWS/SFA-5.9:ER410,,,,,,,520 (MIN),,,,,,,D10PXXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,    FW -410,FW-410 2.00 X 1000MM,U3 - Filler Wires,  FW,"        0.000,        0.120",,,"       11.500,       13.500","       20.000,        0.000",,,"        0.000,        0.600",,"        0.000,        0.750",,"        0.000,        0.600","        0.000,        0.030",,"        0.000,        0.030","        0.000,        0.500",,,,,,,"        0.000,        0.750",AWS/SFA-5.9:ER410,,,,,,,520 (MIN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,    FW -410,FW-410 2.5 X 1000 MM(5KG),U3 - Filler Wires,  FW,"        0.000,        0.120",,,"       11.500,       13.500","       20.000,        0.000",,,"        0.000,        0.600",,"        0.000,        0.750",,"        0.000,        0.600","        0.000,        0.030",,"        0.000,        0.030","        0.000,        0.500",,,,,,,"        0.000,        0.750",AWS/SFA-5.9:ER410,,,,,,,520 (MIN),,,,,,,D10PXXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,    FW-1223,FW-1223 1.60 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.100",,,"       20.000,       23.000","       30.000,        0.000",,,"        0.000,        0.500",,"        8.000,       10.000",,"       58.000,        0.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        0.500",,,,,,,"        0.000,        0.500",AWS/SFA- 5.14:ERNiCrMo-3,,,,"        0.000,        5.000","        3.150,        4.150","        0.000,        0.400",760(MIN),,       0.40 (MAX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,    FW-1223,FW-1223 2 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.100",,,"       20.000,       23.000","       30.000,        0.000",,,"        0.000,        0.500",,"        8.000,       10.000",,"       58.000,        0.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        0.500",,,,,,,"        0.000,        0.500",AWS/SFA- 5.14:ERNiCrMo-3,,,,"        0.000,        5.000","        3.150,        4.150","        0.000,        0.400",760(MIN),,       0.40 (MAX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,    FW-1223,FW-1223 2.4 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.100",,,"       20.000,       23.000","       30.000,        0.000",,,"        0.000,        0.500",,"        8.000,       10.000",,"       58.000,        0.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        0.500",,,,,,,"        0.000,        0.500",AWS/SFA- 5.14:ERNiCrMo-3,,,,"        0.000,        5.000","        3.150,        4.150","        0.000,        0.400",760(MIN),,       0.40 (MAX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,    FW-1223,FW-1223 2.50 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.100",,,"       20.000,       23.000","       30.000,        0.000",,,"        0.000,        0.500",,"        8.000,       10.000",,"       58.000,        0.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        0.500",,,,,,,"        0.000,        0.500",AWS/SFA- 5.14:ERNiCrMo-3,,,,"        0.000,        5.000","        3.150,        4.150","        0.000,        0.400",760(MIN),,       0.40 (MAX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,    FW-1225,FW-1225 2.50 X 1000,U3 - Filler Wires,  FW,"        0.050,        0.150",,,"       20.000,       24.000","       20.000,        0.000",,,"        0.000,        1.000",,"        8.000,       10.000",,,"        0.000,        0.030",,"        0.000,        0.015","        0.000,        1.000",,,,,,,"        0.000,        0.500",,,,,"        0.000,        3.000",,"        0.000,        0.600",620 (MIN),,"0.800 , 1.500",,,,,,"       10.000,       15.000",Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,    FW-1250,FW-1250 1.6 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       30.000,      100.000",,,"        0.000,        4.000",,,,"       62.000,       69.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        1.250",,,,,,,,AWS/SFA-5.14:ERNiCu-7,,,,"        0.0000,        2.5000",,"        1.500,        3.000",480(Min),,1.25 (MAX),,,,,G18XXXX,,,0.50 Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,    FW-1250,FW-1250 2 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       30.000,      100.000",,,"        0.000,        4.000",,,,"       62.000,       69.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        1.250",,,,,,,,AWS/SFA-5.14:ERNiCu-7,,,,"        0.0000,        2.5000",,"        1.500,        3.000",480(Min),,1.25 (MAX),,,,,G18XXXX,,,0.50 Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,    FW-1250,FW-1250 2.4 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       30.000,      100.000",,,"        0.000,        4.000",,,,"       62.000,       69.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        1.250",,,,,,,,AWS/SFA-5.14:ERNiCu-7,,,,"        0.0000,        2.5000",,"        1.500,        3.000",480(Min),,1.25 (MAX),,,,,G18XXXX,,,0.50 Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,    FW-1250,FW-1250 2.5 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       30.000,      100.000",,,"        0.000,        4.000",,,,"       62.000,       69.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        1.250",,,,,,,,AWS/SFA-5.14:ERNiCu-7,,,,"        0.0000,        2.5000",,"        1.500,        3.000",480(Min),,1.25 (MAX),,,,,G18XXXX,,,0.50 Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,    FW-1280,FW-1280 1.60 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       20.000,        0.000",,,"        0.000,        1.000",,,,"       93.000,        0.000","        0.000,        0.030",,"        0.000,        0.015","        0.000,        0.750",,,,,,,"        0.000,        0.250",AWS/SFA- 5.14:ERNi-1,,,,"        0.000,        1.000",,"        2.000,        3.500",380(MIN),,1.50 (MAX),,,,,G19XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,    FW-1280,FW-1280 2.00 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       20.000,        0.000",,,"        0.000,        1.000",,,,"       93.000,        0.000","        0.000,        0.030",,"        0.000,        0.015","        0.000,        0.750",,,,,,,"        0.000,        0.250",AWS/SFA- 5.14:ERNi-1,,,,"        0.000,        1.000",,"        2.000,        3.500",380(MIN),,1.50 (MAX),,,,,G19XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,    FW-1280,FW-1280 2.5 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       20.000,        0.000",,,"        0.000,        1.000",,,,"       93.000,        0.000","        0.000,        0.030",,"        0.000,        0.015","        0.000,        0.750",,,,,,,"        0.000,        0.250",AWS/SFA- 5.14:ERNi-1,,,,"        0.000,        1.000",,"        2.000,        3.500",380(MIN),,1.50 (MAX),,,,,G19XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,    FW-1280,FW-1280 2.50 X 350 MM,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       20.000,        0.000",,,"        0.000,        1.000",,,,"       93.000,        0.000","        0.000,        0.030",,"        0.000,        0.015","        0.000,        0.750",,,,,,,"        0.000,        0.250",AWS/SFA- 5.14:ERNi-1,,,,"        0.000,        1.000",,"        2.000,        3.500",380(MIN),,1.50 (MAX),,,,,G19XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,    FW-1280,FW-1280 3.15 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.150",,,,"       20.000,        0.000",,,"        0.000,        1.000",,,,"       93.000,        0.000","        0.000,        0.030",,"        0.000,        0.015","        0.000,        0.750",,,,,,,"        0.000,        0.250",AWS/SFA- 5.14:ERNi-1,,,,"        0.000,        1.000",,"        2.000,        3.500",380(MIN),,1.50 (MAX),,,,,G19XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,    FW-1400,FW-1400 1.60 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.020",,,"       14.500,       16.500","       25.000,        0.000",,,"        0.000,        1.000",,"       15.000,       17.000",,,"        0.000,        0.040",,"        0.000,        0.030","        0.000,        0.080",,,,"        0.000,        0.350",,,"        0.000,        0.500",,,,,"        4.000,        7.000",,,690(Typical Value ),,,,,,,,"        0.000,        2.500",Balance,,"        3.000,        4.500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,    FW-1400,FW-1400 2 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.020",,,"       14.500,       16.500","       25.000,        0.000",,,"        0.000,        1.000",,"       15.000,       17.000",,,"        0.000,        0.040",,"        0.000,        0.030","        0.000,        0.080",,,,"        0.000,        0.350",,,"        0.000,        0.500",AWS/SFA-5.14:ERNiCrMo-4,,,,"        4.000,        7.000",,,690(Typical Value ),,,,,,,,"        0.000,        2.500",Balance,,"        3.000,        4.500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,    FW-1400,FW-1400 2.4 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.020",,,"       14.500,       16.500","       25.000,        0.000",,,"        0.000,        1.000",,"       15.000,       17.000",,,"        0.000,        0.040",,"        0.000,        0.030","        0.000,        0.080",,,,"        0.000,        0.350",,,"        0.000,        0.500",,,,,"        4.000,        7.000",,,690(Typical Value ),,,,,,,,"        0.000,        2.500",Balance,,"        3.000,        4.500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,    FW-1400,FW-1400 2.5 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.020",,,"       14.500,       16.500","       25.000,        0.000",,,"        0.000,        1.000",,"       15.000,       17.000",,,"        0.000,        0.040",,"        0.000,        0.030","        0.000,        0.080",,,,"        0.000,        0.350",,,"        0.000,        0.500",AWS/SFA-5.14:ERNiCrMo-4,,,,"        4.000,        7.000",,,690(Typical Value ),,,,,,,,"        0.000,        2.500",Balance,,"        3.000,        4.500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,    FW-1423,FW-1423 2.50 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.015",,,"       20.000,       22.500","       25.000,        0.000",,,"        0.000,        0.500",,"       12.500,       14.500",,,"        0.000,        0.020",,"        0.000,        0.010","        0.000,        0.080",,,,"        0.000,        0.350",,,"        0.000,        0.500",,,,,"        2.000,        6.000",,,690,,,,,,,,"        0.000,        2.500",,,"        2.500,        4.500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,    FW-2209,FW-2209 1.6 X 1000,U3 - Filler Wires,  FW,"        0.000,        0.030",,,"       21.500,       23.500",,,,"        0.500,        2.000",,"        2.500,        3.500",,"        7.500,        9.500","        0.000,        0.030",,"        0.000,        0.030","        0.000,        0.900",,,,,,,"        0.000,        0.750",AWS/SFA-5.9:ER2209,,,,,,,,,,,,"        0.080,        0.200",,G39XXXX,,,,,Bright Finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,    FW-2209,FW-2209 2 X 1000 MM,U3 - Filler Wires,  FW,"        0.000,        0.030",,,"       21.500,       23.500",,,,"        0.500,        2.000",,"        2.500,        3.500",,"        7.500,        9.500","        0.000,        0.030",,"        0.000,        0.030","        0.000,        0.900",,,,,,,"        0.000,        0.750",AWS/SFA-5.9:ER2209,,,,,,,,,,,,"        0.080,        0.200",,G39XXXX,,,,,Bright Finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,    FW-2209,FW-2209 2.50 X 1000 MM,U3 - Filler Wires,  FW,"        0.000,        0.030",,,"       21.500,       23.500",,,,"        0.500,        2.000",,"        2.500,        3.500",,"        7.500,        9.500","        0.000,        0.030",,"        0.000,        0.030","        0.000,        0.900",,,,,,,"        0.000,        0.750",AWS/SFA-5.9:ER2209,,,,,,,,,,,,"        0.080,        0.200",,G39XXXX,,,,,Bright Finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,    FW-2209,FW-2209 3.15 X 1000 MM,U3 - Filler Wires,  FW,"        0.000,        0.030",,,"       21.500,       23.500",,,,"        0.500,        2.000",,"        2.500,        3.500",,"        7.500,        9.500","        0.000,        0.030",,"        0.000,        0.030","        0.000,        0.900",,,,,,,"        0.000,        0.750",,,,,,,,,,,,,"        0.080,        0.200",,,,,,,Bright Finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
