,C,Charpy,Cr,Cu,Diffusible Hydrogen,Elongation,Lateral,Mn,Mn + Ni + Cr + Mo + V,Mo,Ni,P,P S,S,S Ni,Si,Tensile,V,Yield,aws,conformances,ind,key features,requirements,typic_results,typical applications,Elongation_Temperature,Reduction of area,Reduction of area_Temperature,Ultimate tensile strength,Ultimate tensile strength_Temperature,Yield strength,Yield strength_Temperature,Acicular ferrite,Acicular ferrite_Temperature,Ferrite with carbide aggregate,Ferrite with carbide aggregate_Temperature,Ferrite with second phase,Ferrite with second phase_Temperature,Primary ferrite in microstructure,Primary ferrite in microstructure_Temperature,50% FATT,50% FATT_Temperature,Hardness,Hardness_Temperature,Manual metal arc_Current,Manual metal arc_Electrode,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Manual metal arc_Source,Manual metal arc_Voltage,Post weld heat treatment_Post weld heat treatment temperature,Post weld heat treatment_Post weld heat treatment time,Flux cored arc_Current,Flux cored arc_Electrode,Flux cored arc_Heat input,Flux cored arc_Interpass temperature,Flux cored arc_Source,Flux cored arc_Voltage,Submerged arc_Current,Submerged arc_Electrode,Submerged arc_Heat input,Submerged arc_Interpass temperature,Submerged arc_Source,Submerged arc_Voltage,extr,Fe,W,Co,A5,AWS,Ag,Al,Applications,B,Be,Category,DIN,DIN_W,HT_Temp,HT_Time,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,N,Name,Nb,Nb+Ta,Ni+Co,Other,Others,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,Sn,Suitable_For,Ti,Zn,Zr,url
679,0.12,34.0,0.2,,,19.0,,1.3,,0.5,1.0,0.03,,,,0.8,590.0,0.05,60.0,"
 E8015-B8 H4 4",,110.0,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t","Requirements
AWS E8015-B8 H4 4","Typical Performance(3)
After 2 hours of PWHT at 720°C (1330°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,27.0,,,,16.0,,,,,,,,,,,690.0,,600.0, E10018-D2 H4R,,1088.0,,Requirements - AWS E10018-D2 H4R,"Typical Results(3) - Stress-Relieved
  1 hr @ 620°C (1150°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,0.15,62.5,0.30000000000000004,,,23.5,,1.6,,0.08,,0.035,,0.035,,0.75,752.5,1.75,682.5, E10018-D2 H4R,"aws-a5.1:-e7018-1-h4r
asme-sfa-a5.1:-e7018-1-h4r
cwb/csa-w48-06:-e4918-1-h4",1089.0,"•-50%-less-moisture-pick-vs.-competition
•-clear-weld-puddle-without-slag-interference
•-flat-bead-profile
•-no-intentional-addition-of-zinc-for-moisture-
resistance
welding-positions
all,-except-vertical-down",Requirements - AWS E10018-D2 H4R,"Typical Results(3) - Stress-Relieved
  1 hr @ 620°C (1150°F)","diameters-/-packaging
1-lb-(0.5-kg)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,27.0,,,,20.0,,,,,,,,,,,760.0,,720.0, E11018M H4R,,1091.0,,Requirements - AWS E11018M H4R,Typical Results(3) - As-Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,0.15,89.5,,,4.0,23.0,,1.825,,0.35000000000000003,0.9,0.03,,0.03,,0.8,786.0,,724.0, E11018M H4R,"aws-a5.5/a5.5m:-2006-e10018-d2-h4r
asme-sfa-a5.5:-e10018-d2-h4r
abs:-3yq620-h5
lloyd’s-register:-3y62-h5
dnv-grade:-3y62-h5
cwb/csa-w48-06:-e6918-d2",1092.0,"capable-of-exceeding-550-mpa-(80-ksi)-yield-
strength-after-12-hours-at-635°c-(1175°f)-on-
4130-aisi-steel-
premium-arc-performance
q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
easy-strike-and-re-strike-
effortless-slag-removal-
welding-positions
all,-except-vertical-down
d2-h4r",Requirements - AWS E11018M H4R,Typical Results(3) - As-Welded,"chromium-molybdenum-and-other-low-alloy-steels,-
including-aisi-4130,-4140,-8630-and-astm-a182-and-
a336-grades-f22
carbon-manganese-and-other-low-alloy-steels
offshore-and-subsea-components
process-piping
meets-nace-mr0175/iso15156-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,27.0,,,,22.0,,,,,,,,,,,490.0,,400.0,"
 E7018-1 H4R",,1094.0,,"Requirements
AWS E7018-1 H4R","Typical Results(3)
As-Welded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,0.1,112.5,0.4,,4.0,28.0,,1.55,,0.375,1.875,,0.03,,,0.6000000000000001,585.0,,485.0,"
 E7018-1 H4R","key-features
capable-of-producing-weld-deposits-with-
760-mpa-(110-ksi)-tensile-strength-
premium-arc-performance-
square-coating-burn-off-
easy-strike-and-re-strike-
effortless-slag-removal
welding-positions
all,-except-vertical-down",1095.0,"typical-applications
quenched-and-tempered-crane-booms
steels,-such-as-a514,-
trailer-frames
a517-and-a709
general-fabrication-of-
high-strength-steels","Requirements
AWS E7018-1 H4R","Typical Results(3)
As-Welded","conformances
aws-a5.5/a5.5m:-2006-e11018m-h4r
asme-sfa-a5.5:-e11018m-h4r
abs:-4yq690-h5
dnv-grade:-4-ym69-h5
cwb/csa-w48-06:-e7618-m-h4r
s-e11018m-h4r-•-low-alloy,-low-hydrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,22.0,,,,,,,,,,,490.0,,390.0, E7018-A1 H4R,,1097.0,,Requirements - AWS E7018-A1 H4R,"Typical Results(3) - As-Welded
   Stress-Relieved 1 hr @ 620°C (1150°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,0.15,95.0,0.2,,4.0,28.5,,1.6,,0.30000000000000004,0.30000000000000004,,0.1925,,,0.75,575.0,,485.0, E7018-A1 H4R,,1098.0,"q2-lot®-certificate-showing-actual-deposit-
composition-and-actual-mechanical-properties-
available-online
available-as-batch-managed-inventory
“n”-designator-design-modified-to-
meet-properties-after-48-hours-stress-relief
premium-arc-performance
square-coating-burn-off
easy-strike-and-re-strike
effortless-slag-removal
mal-spatter-for-enhanced-operability-
and-clean-weld-surface",Requirements - AWS E7018-A1 H4R,"Typical Results(3) - As-Welded
   Stress-Relieved 1 hr @ 620°C (1150°F)","nuclear-power-plant-construction-and-maintenance
power-generation
petrochemical
pressure-vessels
pressure-piping
fill-and-cap-pass-welding-of-up-to-x65-grade-pipe
asme-ix-qualification
asme-ix-qualification:-qw432-f-no-4,-
qw442-a-no-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,,19.0,,,,,,,,,,,550.0,,460.0, E8018-B2 H4R,,1100.0,,Requirements - AWS E8018-B2 H4R,"Typical Results(3) - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,0.12,99.0,,,4.0,25.0,,0.9,,0.525,,,,0.03,,,662.5,,562.5, E8018-B2 H4R,"typical-applications
(cid:23)(cid:3)fabrication-and-maintenance-welding
(cid:23)(cid:3)pressure-vessels-and-pressure-piping",1101.0,"(cid:23)(cid:3)designed-for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)premium-arc-performance
(cid:23)(cid:3)square-coating-burn-off
(cid:23)(cid:3)easy-strike,-re-strike-and-slag-removal
(cid:23)(cid:3)capable-of-exceeding-aws-mum-
requirement-of-490-mpa-(70-ksi)-tensile-
strength-after-8-hours-of-stress-relieving-
at-620°c-(1150°f)",Requirements - AWS E8018-B2 H4R,"Typical Results(3) - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)","diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can-10-lb
1-h4r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,0.075,34.0,2.335,,3.0,19.0,,0.72,,1.08,,,,,,0.44,590.0,,60.0,"
 E8015-B8 H4 4","diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can
s-e9018-b3-h4r-•-low-alloy,-low-hydrogen",110.0,"typical-applications
(cid:23)(cid:3)2.25%-chromium,-(cid:23)(cid:3)petrochemical
1%-molybdenum-steels
(cid:23)(cid:3)pressure-vessels
(cid:23)(cid:3)power-generation
(cid:23)(cid:3)process-piping","Requirements
AWS E8015-B8 H4 4","Typical Performance(3)
After 2 hours of PWHT at 720°C (1330°F)","conformances
aws-a5.5/a5.5m:-2006-e9018-b3-h4r
asme-sfa-a5.5:-e9018-b3-h4r
cwb/csa-w48-06:-e6218-b3
welding-positions
all,-except-vertical-down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,20.0,,,,19.0,,,,,,,,,,,550.0,,460.0, E8018-C1 H4R,,1103.0,,Requirements - AWS E8018-C1 H4R,"Typical Results(3) 
 Stress-Relieved 1 hr @ 610°C (1125°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,104.0,,,,28.0,,,,,,,,,,,590.0,,492.5, E8018-C1 H4R,,1104.0,,Requirements - AWS E8018-C1 H4R,"Typical Results(3) 
 Stress-Relieved 1 hr @ 610°C (1125°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,0.095,27.0,1.175,,3.0,24.0,,0.725,,0.5,,,,,,0.45,550.0,,510.0, E8018-C3 H4R,"diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can
s-e8018-b2-h4r-•-low-alloy,-low-hydrogen",1106.0,"typical-applications
(cid:23)(cid:3)power-generation-(cid:23)(cid:3)pressure-vessels
(cid:23)(cid:3)petrochemical-(cid:23)(cid:3)process-piping",Requirements - AWS E8018-C3 H4R,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e8018-b2-h4r
asme-sfa-a5.5:-e8018-b2-h4r
cwb/csa-w48-06:-e5518-b2
welding-positions
all,-except-vertical-down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,122.0,,,,28.0,,,,,,,,,,,612.5,,547.5, E8018-C3 H4R,,1107.0,,Requirements - AWS E8018-C3 H4R,Typical Results(3) - As-Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,0.07,,,,,17.0,,1.07,,,,,,,,0.35000000000000003,620.0,,530.0, E9018-B3 H4R,"typical-applications
•-low-temperature-applications
•-refrigerated-ammonia-tanks
•-liquefied-gas-storage,-piping-and-transportation
•-weathering-steels
•-applications-requiring-stress-relieved-conditions",1109.0,"•-designed-to-produce-a-nol-2.25%-nickel-deposit
•-premium-arc-performance
•-square-coating-burn-off
•-easy-strike,-re-strike-and-slag-removal
welding-positions
all,-except-vertical-down",Requirements - AWS E9018-B3 H4R,"Typical Results(3)  - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)","conformances
aws-a5.5/a5.5m:-e8018-c1-h4r
asme-sfa-a5.5:-e8018-c1-h4r
cwb/csa-w48-06:-e5518-c1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,64.5,,,,21.5,,,,,,,,,,,710.0,,600.0, E9018-B3 H4R,,1110.0,,Requirements - AWS E9018-B3 H4R,"Typical Results(3)  - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,0.055,27.0,0.05,,1.5,24.0,,0.8250000000000001,,0.17,0.95,,,,,0.34500000000000003,620.0,,580.0, E9018M H4R,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-op
in-(mm)-in-(mm)-30-lb-(13.6-kg)-master
s-e8018-c3-h4r-•-low-alloy,-low-hydrogen",1112.0,"typical-applications
(cid:23)(cid:3)shipbuilding-(cid:23)(cid:3)weathering-steels
(cid:23)(cid:3)piping-and-gas-(cid:23)(cid:3)cross-country-
storage-tanks-pipe-repair",Requirements - AWS E9018M H4R,Typical Results(3)  - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e8018-c3-h4r
asme-sfa-a5.5:-e8018-c3-h4r
abs:-e8018-c3-h4r
cwb/csa-w48-06:-e5518-c3
en-iso-2560-b:-e5518-n2-a-u-h5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,74.5,,,,30.5,,,,,,,,,,,662.5,,580.0, E9018M H4R,,1113.0,,Requirements - AWS E9018M H4R,Typical Results(3)  - As-Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,0.075,27.0,2.335,,3.0,22.0,,0.72,,1.08,,,,,,0.44,430.0,,330.0, E6010,"diameters-/-packaging
diameter-length-8-lb-(3.6-kg)-easy-open-can
s-e9018-b3-h4r-•-low-alloy,-low-hydrogen",1115.0,"typical-applications
(cid:23)(cid:3)2.25%-chromium,-(cid:23)(cid:3)petrochemical
1%-molybdenum-steels
(cid:23)(cid:3)pressure-vessels
(cid:23)(cid:3)power-generation
(cid:23)(cid:3)process-piping",Requirements - AWS E6010,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e9018-b3-h4r
asme-sfa-a5.5:-e9018-b3-h4r
cwb/csa-w48-06:-e6218-b3
welding-positions
all,-except-vertical-down",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,56.0,,,,29.0,,,,,,,,,,,557.5,,460.0, E6010,,1116.0,,Requirements - AWS E6010,Typical Results(3) - As-Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,0.05,90.0,0.05,,,22.0,,1.175,,0.02,0.04,0.01,,,,0.425,710.0,0.01,600.0,"
 E8015-B8 H4 4",,111.0,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t","Requirements
AWS E8015-B8 H4 4","Typical Performance(3)
After 2 hours of PWHT at 720°C (1330°F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,0.055,27.0,0.085,,2.0,22.0,,1.0,,0.30000000000000004,1.65,,0.013333333300000002,,,0.4,490.0,,415.0, E7010-P1,"aws-a5.5/a5.5m:-2006-e9018m-h4r
asme-sfa-a5.5:-e9018m-h4r
abs:-e9018m-h4r
cwb/csa-w48-06:-e6218-m-h4r-(9018m-h4r)",1118.0,"(cid:23)(cid:3)designed-to-produce-weld-deposits-with-
620-mpa-(90-ksi)-tensile-strength-
(cid:23)(cid:3)premium-arc-performance-
(cid:23)(cid:3)square-coating-burn-off-
(cid:23)(cid:3)easy-strike-and-re-strike-
(cid:23)(cid:3)effortless-slag-removal
welding-positions
all,-except-vertical-down
h4r",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,"(cid:23)(cid:3)high-strength-steel,-such-as-hy-80,-hy-90-and-astm-
a514
(cid:23)(cid:3)cross-country-pipe-repair
(cid:23)(cid:3)dc-welding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,70.5,,,,26.0,,,,,,,,,,,580.0,,485.0, E7010-P1,,1119.0,,Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,0.2,27.0,0.2,,,19.0,,1.2,,0.30000000000000004,0.30000000000000004,,,,,1.0,550.0,0.08,460.0, E8010-P1,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-open-ca",1121.0,"(cid:23)(cid:3)high-operator-appeal-and-control
(cid:23)(cid:3)easy-slag-removal
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online
(cid:23)(cid:3)standard-in-the-pipe-welding-industry",Requirements - AWS E8010-P1,Typical Results(3) - As-Welded,"(cid:23)(cid:3)cross-country-and-in-plant-pipe-welding
(cid:23)(cid:3)root-pass-on-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-on-up-to-x60-grade-pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,0.155,99.0,0.025,,,25.5,,0.64,,0.015,0.025,0.011000000000000001,,,,0.235,615.0,,510.0, E8010-P1,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-open-ca",1122.0,"(cid:23)(cid:3)high-operator-appeal-and-control
(cid:23)(cid:3)easy-slag-removal
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online
(cid:23)(cid:3)standard-in-the-pipe-welding-industry",Requirements - AWS E8010-P1,Typical Results(3) - As-Welded,"(cid:23)(cid:3)cross-country-and-in-plant-pipe-welding
(cid:23)(cid:3)root-pass-on-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-on-up-to-x60-grade-pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,0.2,27.0,0.30000000000000004,,,19.0,,1.2,,0.5,1.0,0.03,,,,0.6000000000000001,550.0,0.1,460.0,"
 E8010‐P1",diameters-/-packaging,1124.0,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding","Requirements
AWS E8010‐P1","Typical Results(3)
As-Welded","conformances
aws-a5.5/a5.5m:-2006-e7010-p1
asme-sfa-a5.5:-e7010-p1
abs:-e7010-p1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,0.145,99.0,0.035,,,25.5,,0.635,,0.125,0.74,0.015,,,,0.185,560.0,,510.0,"
 E8010‐P1",diameters-/-packaging,1125.0,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding","Requirements
AWS E8010‐P1","Typical Results(3)
As-Welded","conformances
aws-a5.5/a5.5m:-2006-e7010-p1
asme-sfa-a5.5:-e7010-p1
abs:-e7010-p1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,,19.0,,,,,,,,,,,550.0,,460.0, E8018-G H4,,1129.0,,Requirements - AWS E8018-G H4,Typical Results(3) - As-Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,0.2,131.5,0.30000000000000004,,,28.0,,1.2,,0.5,1.0,0.30000000000000004,,0.03,,0.6000000000000001,665.0,,585.0, E8018-G H4,"typical-applications-------------
•-root-pass-welding-of-up-to-x80-grade-pipe
•-hot,-fill-and-cap-pass-welding-on-up-to-x70-
grade-pipe
welding-positions------------
all",1130.0,"•-excellent-impact-properties-without-the-intentional-
addition-of-boron
•-high-productivity-in-vertical-down-and-out‐of‐position-
pipe-welding
•-deep-penetration
•-q2-lot®-control-and-tested-–-certificate-showing-
actual-deposit-chemistry-per-lot-available-online.
•-clean,-visible-weld-puddle
•-superior-puddle-control",Requirements - AWS E8018-G H4,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-e8010‐p1,-e8010‐g
asme-sfa‐a5.5:-e8010‐p1,-e8010‐g
csa/cwb-w48-06:-e5510-p1,-e5510-g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,15.0,,,,,,,,,,,690.0,,600.0, E10018-G H4R,,1132.0,,Requirements - AWS E10018-G H4R,Typical Results(3)  - As-Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,0.15,110.0,0.30000000000000004,,,23.0,,1.6,,0.08,,0.035,,0.035,,0.75,782.5,1.75,700.0, E10018-G H4R,"diameters-/-packaging
buy-america",1133.0,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online",Requirements - AWS E10018-G H4R,Typical Results(3)  - As-Welded,"•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,0.2,,0.30000000000000004,,,17.0,,1.2,,,0.2,,,,,1.0,620.0,,530.0, E9015-B9,"typical-applications
•-small-ac-welders
•-sheet-metal
•-edge,-corner-and-butt-joints
•-welding-on-galvanized-and-specially-coated-steels",113.0,"•-ac-polarity-welding
•-performs-on-low-amperages-and-ocv
•-easy-to-strike-arc
welding-positions
all",Requirements - AWS E9015-B9,"Typical Results(3)
PWHT 2 hr @ 760°C (1400°F)","conformances
aws-a5.1/a5.1m:-e6011
asme-sfa-a5.1:-e6011
cwb/csa-w48-06:-e4311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,27.0,,,,19.0,,,,,,,,,,,550.0,,460.0," E8045-P2 H4R
PIPELINER LH-D80",,1135.0,,"Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,100.0,,,,28.5,,,,,,,,,,,585.0,,500.0," E8045-P2 H4R
PIPELINER LH-D80",,1136.0,,"Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,0.06,27.0,,,,19.0,,1.35,,,,0.0125,,0.008,,0.53,550.0,,460.0," E8045-P2 H4R
PIPELINER LH-D80","typical-applications
•-root-pass-welding-of-up-to-x100-grade-pipe
welding-positions
all",1138.0,"•-hot,-fill-and-cap-pass-welding-up-to-x60
•-low-hydrogen,-vertical-up-capability-on-x60-grade-pipe-
•-q2-lot®-certificates-showing-actual-deposit-chemistry-
and-mechanical-properties-available-online
•-dc-(dcen)-is-the-recommended-polarity-for-root-pass-
welding-on-pipe","Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R","conformances
aws-a5.1:-e7016-1-h4
asme-sfa-a5.1:-e7016-1-h4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,100.0,,,,28.5,,,,,,,,,,,585.0,,500.0," E8045-P2 H4R
PIPELINER LH-D80",,1139.0,,"Requirements - AWS E8045-P2 H4R
PIPELINER LH-D80","Typical Results(3) - As-Welded
Requirements - AWS E9045-P2 H4R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
