,A5,AWS,Ag,Al,Applications,As,B,Be,C,Category,Co,Cr,Cu,DIN,DIN_W,Diffusible Hydrogen,Fe,HT_Temp,HT_Time,Hardness,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Name,Nb,Nb+Ta,Ni,Ni+Co,Ni+Mn,Other,Others,P,P S,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,S,S Ni,SN,Si,Si P,Sn,Suitable_For,Ti,V,W,Zn,Zr,conformances,ind,url
731,,,,,"(cid:23)(cid:3)cross-country-and-in-plant-pipe-welding
(cid:23)(cid:3)root-pass-on-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-on-up-to-x60-grade-pipe",,,,0.155,,,0.025,,,,,,,,,,,,,,,,0.64,,0.015,,,,,0.025,,,,,0.011,,,,,,,,,,0.235,,,"(cid:23)(cid:3)high-operator-appeal-and-control
(cid:23)(cid:3)easy-slag-removal
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online
(cid:23)(cid:3)standard-in-the-pipe-welding-industry",,,,,,"diameters-/-packaging
diameter-length-10-lb-(4.5-kg)-easy-open-ca",419,
732,,,,,"conformances
aws-a5.5/a5.5m:-2006-e7010-p1
asme-sfa-a5.5:-e7010-p1
abs:-e7010-p1",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.6,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",,0.1,,,,diameters-/-packaging,420,
733,,,,,"conformances
aws-a5.5/a5.5m:-2006-e7010-p1
asme-sfa-a5.5:-e7010-p1
abs:-e7010-p1",,,,0.14500000000000002,,,0.035,,,,,,,,,,,,,,,,0.635,,0.125,,,,,0.74,,,,,0.015,,,,,,,,,,0.185,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",,,,,,diameters-/-packaging,420,
734,,,,,diameters-/-packaging,,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.6,,,"(cid:23)(cid:3)high-productivity-in-vertical-down-and-
out-of-position-pipe-welding-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control
welding-positions
all",,0.1,,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x70-grade-pipe",421,
735,,,,,diameters-/-packaging,,,,0.14500000000000002,,,0.035,,,,,,,,,,,,,,,,0.765,,0.175,,,,,0.865,,,,,0.015,,,,,,,,,,0.17,,,"(cid:23)(cid:3)high-productivity-in-vertical-down-and-
out-of-position-pipe-welding-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control
welding-positions
all",,0.01,,,,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x70-grade-pipe",421,
736,,,,,"conformances
aws-a5.5/a5.5m:-e8010‐p1,-e8010‐g
asme-sfa‐a5.5:-e8010‐p1,-e8010‐g
csa/cwb-w48-06:-e5510-p1,-e5510-g",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,0.5,,,,,1.0,,,,,0.3,,,,,,,0.03,,,0.6,,,"•-excellent-impact-properties-without-the-intentional-
addition-of-boron
•-high-productivity-in-vertical-down-and-out‐of‐position-
pipe-welding
•-deep-penetration
•-q2-lot®-control-and-tested-–-certificate-showing-
actual-deposit-chemistry-per-lot-available-online.
•-clean,-visible-weld-puddle
•-superior-puddle-control",,,,,,"typical-applications-------------
•-root-pass-welding-of-up-to-x80-grade-pipe
•-hot,-fill-and-cap-pass-welding-on-up-to-x70-
grade-pipe
welding-positions------------
all",422,
737,,,,,"conformances
aws-a5.5/a5.5m:-e8010‐p1,-e8010‐g
asme-sfa‐a5.5:-e8010‐p1,-e8010‐g
csa/cwb-w48-06:-e5510-p1,-e5510-g",,,,0.14500000000000002,,,0.035,,,,,,,,,,,,,,,,0.765,,0.175,,,,,0.865,,,,,0.015,,,,,,,0.015,,,0.17,,,"•-excellent-impact-properties-without-the-intentional-
addition-of-boron
•-high-productivity-in-vertical-down-and-out‐of‐position-
pipe-welding
•-deep-penetration
•-q2-lot®-control-and-tested-–-certificate-showing-
actual-deposit-chemistry-per-lot-available-online.
•-clean,-visible-weld-puddle
•-superior-puddle-control",,,,,,"typical-applications-------------
•-root-pass-welding-of-up-to-x80-grade-pipe
•-hot,-fill-and-cap-pass-welding-on-up-to-x70-
grade-pipe
welding-positions------------
all",422,
738,,,,,"•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",,,,0.15,,,0.3,,,,,,,,,,,,,,,,1.6,,0.08,,,,,,,,,,0.035,,,,,,,0.035,,,0.75,,,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online",,1.75,,,,"diameters-/-packaging
buy-america",423,
739,,,,,"•-power-generation-•-pressure-piping
•-petrochemical-•-fill-and-cap-pass-welding
to-x65-grade-pipe
•-pressure-vessels",,,,0.05500000000000001,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,0.0125,,,,,,,0.008,,,0.395,,,"•-exceeds-aws-toughness-requirements-at-50°f
•-extreme-bend-ability
•-60%-less-moisture-pickup-vs.-competition
•-clear-puddle-and-a-smooth-arc
•-meets-chemical-composition-recommendations-of-api-7
•-q2-lot®-certificate-showing-actual-deposit-chemistry-an
mechanical-properties-available-online",,,,,,"diameters-/-packaging
buy-america",423,
74,,,,,"conformances
m,-and-aws-5.5-e9015-b9-h4
stance
bs-en-iso-3580-a-e-crmo91-b-3-2-
uctural",,,,0.046,,,9.0,0.25,,,,,,,,,,,,,,,0.85,,1.025,0.05,,0.05500000000000001,,0.6000000000000001,,1.5,,,0.01,,,,,,,0.01,,0.008,0.3,,,"•-developed-with-additional-amounts-of-niobium,-vanadium
nitrogen-to-improve-toughness-and-long-term-creep-resis
•-designed-to-provide-creep-resistance-in-high-integrity-stru
services-with-elevated-temperatures
welding-positions------------
all,-except-vertical-down",,0.2,,,,"typical-applications-------------
•-power-generating-plants-•-oil-refineries
•-main-steam-piping-•-coal-liquefaction-and-
gasification-plants
•-turbine-casting",42,
740,,,,,"conformances
aws-a5.1:-e7016-1-h4
asme-sfa-a5.1:-e7016-1-h4",,,,0.15,,,0.3,,,,,,,,,,,,,,,,1.6,,0.08,,,,,,,,,,0.035,,,,,,,0.035,,,0.75,,,"•-hot,-fill-and-cap-pass-welding-up-to-x60
•-low-hydrogen,-vertical-up-capability-on-x60-grade-pipe-
•-q2-lot®-certificates-showing-actual-deposit-chemistry-
and-mechanical-properties-available-online
•-dc-(dcen)-is-the-recommended-polarity-for-root-pass-
welding-on-pipe",,1.75,,,,"typical-applications
•-root-pass-welding-of-up-to-x100-grade-pipe
welding-positions
all",424,
741,,,,,"conformances
aws-a5.1:-e7016-1-h4
asme-sfa-a5.1:-e7016-1-h4",,,,0.06,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,0.0125,,,,,,,0.008,,,0.53,,,"•-hot,-fill-and-cap-pass-welding-up-to-x60
•-low-hydrogen,-vertical-up-capability-on-x60-grade-pipe-
•-q2-lot®-certificates-showing-actual-deposit-chemistry-
and-mechanical-properties-available-online
•-dc-(dcen)-is-the-recommended-polarity-for-root-pass-
welding-on-pipe",,,,,,"typical-applications
•-root-pass-welding-of-up-to-x100-grade-pipe
welding-positions
all",424,
742,,,,,(cid:23)(cid:3)fill-and-cap-pass-welding-of-up-to-x70-grade-pipe,,,,,,,0.3,0.2,,,4.0,,,,,,,,,,,,1.0,,0.2,,,,,,,,,,0.03,,,,,,,,0.265,,0.8,,,"(cid:23)(cid:3)low-hydrogen,-vertical-up-capability-on-
x70-grade-pipe-
(cid:23)(cid:3)charpy-v-notch-impact-toughness-tested-
to-46°c-(-50°f)
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online",,0.1,,,,"diameters-/-packaging
diameter-length-1
018-g-h4",425,
743,,,,,(cid:23)(cid:3)fill-and-cap-pass-welding-of-up-to-x70-grade-pipe,,,,0.05,,,0.05,0.02,,,2.5,,,,,,,,,,,,1.35,,0.28,,,,,,,,,,0.015,,,,,,,,0.54,,0.51,,,"(cid:23)(cid:3)low-hydrogen,-vertical-up-capability-on-
x70-grade-pipe-
(cid:23)(cid:3)charpy-v-notch-impact-toughness-tested-
to-46°c-(-50°f)
(cid:23)(cid:3)q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online",,0.01,,,,"diameters-/-packaging
diameter-length-1
018-g-h4",425,
744,,,,,"conformances
aws-a5.5/a5.5m:-2006-e10018-g-h4r
asme-sfa-a5.5:-e10018-g-h4r
welding-positions
all,-except-vertical-down",,,,,,,0.3,0.2,,,4.0,,,,,,,,,,,,1.0,,0.2,,,,,,,,,,0.03,,,,,,,,0.265,,0.8,,,"typical-applications
(cid:23)(cid:3)fill-and-cap-pass-welding-of-up-to-x80-grade-pipe",,0.1,,,,"diameters-/-packaging
diameter-length
mm-(in)-in-(mm)
018-g-h4r-•-low-alloy,-low-hydrogen,-pipe",426,
745,,,,,"conformances
aws-a5.5/a5.5m:-2006-e10018-g-h4r
asme-sfa-a5.5:-e10018-g-h4r
welding-positions
all,-except-vertical-down",,,,0.04,,,0.045000000000000005,0.04,,,2.5,,,,,,,,,,,,1.6099999999999999,,0.42,,,,,,,,,,0.015,,,,,,,,1.43,,0.45499999999999996,,,"typical-applications
(cid:23)(cid:3)fill-and-cap-pass-welding-of-up-to-x80-grade-pipe",,0.015,,,,"diameters-/-packaging
diameter-length
mm-(in)-in-(mm)
018-g-h4r-•-low-alloy,-low-hydrogen,-pipe",426,
746,,,,,nan,,,,0.12,,,0.2,,,,,,,,,,,,,,,,1.3,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.8,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.05,,,,nan,427,
747,,,,,nan,,,,0.05,,,0.05,,,,,,,,,,,,,,,,1.175,,0.02,,,,,0.04,,,,,0.01,,,,,,,,,,0.425,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.01,,,,nan,427,
748,,,,,nan,,,,0.12,,,0.2,,,,,,,,,,,,,,,,1.3,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.8,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.05,,,,nan,428,
749,,,,,nan,,,,0.05,,,0.05,,,,,,,,,,,,,,,,1.175,,0.02,,,,,0.04,,,,,0.01,,,,,,,,,,0.425,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.01,,,,nan,428,
75,,,,,"conformances
metal-aws-5.5-e9018-d1
bs-2493-mnmobh
acking",,,,0.1,,,,,,,,,,,,,,,,,,,1.5,,,,,,,0.35,,,,,,,,,,,,0.025,,,0.8,,,"•-moisture-resistant-coating-provides-low-amount-of-weld-m
hydrogen-levels-for-a-superior-weld
•-developed-to-resist-sulphide-induced-stress-corrosion-cra
•-improved-sub-zero-toughness
welding-positions------------
all,-except-vertical-down",,,,,,"typical-applications-------------
•-offshore-oil-pipework
•-fittings",43,
750,,,,,nan,,,,0.12,,,0.2,,,,,,,,,,,,,,,,1.3,,0.5,,,,,1.0,,,,,0.03,,,,,,,,,,0.8,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.05,,,,nan,429,
751,,,,,nan,,,,0.05,,,0.05,,,,,,,,,,,,,,,,1.175,,0.02,,,,,0.04,,,,,0.01,,,,,,,,,,0.425,,,"hydrogen-vertical-down-smaw-electr
cross-country-pipe-welding-electrodes-des
repeatable-mechanical-properties-with-low
performance-perfected
welders-prefer-pipeliner-lh-d
•-easy-to-use-with-controllable-slag
•-easy-transition-for-welders-experienced-
with-cellulosic-electrodes
•-touch-start-tapered-tip-elites-
starting-porosity-and-arc-strikes-on-pipe-
rode-designed-for-welding-high-strength-pipe
signed-for-vertical-down-progression-producing-
west-diffusible-hydrogen-levels.
50
pipeliner-lh-d-has-
n-30%-less-breakage-
e
k
o-when-compared-to-
r
b-böhler-fox-bvd
s-25
e
d
og
rn
electtesti
f-r-
oe
-t",,0.01,,,,nan,429,
752,,,,,"conformances
aws-a5.1/a5.1m:-e6011
asme-sfa-a5.1:-e6011
cwb/csa-w48-06:-e4311",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,,,,,,0.2,,,,,,,,,,,,,,,1.0,,,"•-ac-polarity-welding
•-performs-on-low-amperages-and-ocv
•-easy-to-strike-arc
welding-positions
all",,,,,,"typical-applications
•-small-ac-welders
•-sheet-metal
•-edge,-corner-and-butt-joints
•-welding-on-galvanized-and-specially-coated-steels",430,
753,,,,,"conformances
aws-a5.1/a5.1m:-e6011
asme-sfa-a5.1:-e6011
cwb/csa-w48-06:-e4311",,,,0.165,,,,,,,,,,,,,,,,,,,0.575,,,,,,,,,,,,0.0115,,,,,,,,,,0.34,,,"•-ac-polarity-welding
•-performs-on-low-amperages-and-ocv
•-easy-to-strike-arc
welding-positions
all",,,,,,"typical-applications
•-small-ac-welders
•-sheet-metal
•-edge,-corner-and-butt-joints
•-welding-on-galvanized-and-specially-coated-steels",430,
754,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ck-electr
properties-and-tec
rode
chniques",,,,,,nan,431,
755,,,,,"•-steel-with-moderate-surface-contants
•-cross-country-and-in-plant-pipe-welding
•-square-edge-butt-welds
•-welding-on-galvanized-and-specially-coated-steels",,,,0.2,,,0.2,,,,,,,,,,,,,,,,1.2,,0.3,,,,,0.3,,,,,,,,,,,,,,,1.0,,,"•-deep-arc-penetration
•-light-slag-with-mal-arc-interference
•-excellent-vertical-and-overhead-capability",,0.08,,,,diameters-/-packaging,432,
756,,,,,"•-steel-with-moderate-surface-contants
•-cross-country-and-in-plant-pipe-welding
•-square-edge-butt-welds
•-welding-on-galvanized-and-specially-coated-steels",,,,0.13,,,0.030000000000000002,,,,,,,,,,,,,,,,0.515,,0.03,,,,,0.030000000000000002,,,,,0.011000000000000001,,,,,,,0.0095,,,0.26,,,"•-deep-arc-penetration
•-light-slag-with-mal-arc-interference
•-excellent-vertical-and-overhead-capability",,0.01,,,,diameters-/-packaging,432,
757,,,,,"conformances
aws-a5.1/a5.1m:-e6010
asme-sfa-a5.1:-e6010
abs:-e6010
cwb/csa-w48-06:-e4310
tuv:-en-iso-2560-a:-e-42-3-c25",,,,0.2,,,0.2,,,,,,,,,,,,,,,,1.2,,0.3,,,,,0.3,,,,,,,,,,,,,,,1.0,,,"•-high-operator-appeal-and-control
•-easy-slag-removal
•-standard-in-the-pipe-welding-industry
welding-positions
all",,0.08,,,,"typical-applications
•-cross-country-and-in-plant-pipe-welding
•-steel-with-moderate-surface-contants
•-repair-welding",433,
758,,,,,"conformances
aws-a5.1/a5.1m:-e6010
asme-sfa-a5.1:-e6010
abs:-e6010
cwb/csa-w48-06:-e4310
tuv:-en-iso-2560-a:-e-42-3-c25",,,,0.14500000000000002,,,0.04,,,,,,,,,,,,,,,,0.625,,0.02,,,,,0.04,,,,,0.011000000000000001,,,,,,,0.009000000000000001,,,0.21000000000000002,,,"•-high-operator-appeal-and-control
•-easy-slag-removal
•-standard-in-the-pipe-welding-industry
welding-positions
all",,0.01,,,,"typical-applications
•-cross-country-and-in-plant-pipe-welding
•-steel-with-moderate-surface-contants
•-repair-welding",433,
759,,,,,"conformances
aws-a5.1/a5.1m:-2004-e7028-h8
asme-sfa-a5.1:-e7028-h8
abs:-e7028,-3y-h10-(fillet-only
lloyd’s-register:-3ym-h10
dnv-grade:-3-yh10
cwb/csa-w48-06:-e4928-h8
aws-e7028-h8-•-mild-steel,-low-hydrogen",,,,0.15,,,0.2,,,,8.0,,,,,,,,,,,,1.6,1.75,0.3,,,,,,,,,,0.035,,,,,,,,0.16749999999999998,,0.9,,,"typical-applications
-
structural-storage-tanks
-
heavy-fabrication-bridge-fabrication
-
shipbuilding",,0.08,,,,"key-features
-
high-deposition-rates
-
premium-arc-performance
-
high-travel-speed
-
h8-diffusible-hydrogen-levels
-
capable-of-producing-weld-deposits-with-
impact-toughness-exceeding-84-j-(60-ft•lbf)-
at-40°c-(-40°f)
y)
welding-positions
flat-&-horizontal",434,
76,,,,,"power-generation-pressure-piping
petrochemical-mild-steel
pressure-vessels",,,,0.15,,,0.2,,,,4.0,,,,,,,,,,,,1.6,1.75,0.3,,,,,,,,,,0.035,,,,,,,,0.16749999999999998,,0.75,,,"improved-coating-integrity
extreme-bendability
60%-less-moisture-pickup-vs.-competition
reduction-of-arc-starting-porosity
clear-puddle-and-a-smooth-arc",,0.08,,,,"diameters-/-packaging
h4r",44,
760,,,,,"conformances
aws-a5.1/a5.1m:-2004-e7028-h8
asme-sfa-a5.1:-e7028-h8
abs:-e7028,-3y-h10-(fillet-only
lloyd’s-register:-3ym-h10
dnv-grade:-3-yh10
cwb/csa-w48-06:-e4928-h8
aws-e7028-h8-•-mild-steel,-low-hydrogen",,,,0.045,,,0.035,,,,4.5,,,,,,,,,,,,1.3399999999999999,1.435,0.02,,,,,,,,,,0.0105,,,,,,,,0.018000000000000002,,0.605,,,"typical-applications
-
structural-storage-tanks
-
heavy-fabrication-bridge-fabrication
-
shipbuilding",,0.02,,,,"key-features
-
high-deposition-rates
-
premium-arc-performance
-
high-travel-speed
-
h8-diffusible-hydrogen-levels
-
capable-of-producing-weld-deposits-with-
impact-toughness-exceeding-84-j-(60-ft•lbf)-
at-40°c-(-40°f)
y)
welding-positions
flat-&-horizontal",434,
761,,,,,"•-sheet-metal
•-irregular-short-welds-that-change-positions
•-maintenance-or-repair-welding
•-for-use-with-small-ac-welders-with-low-ocv",,,,0.2,,,0.3,,,,,,,,,,,,,,,,1.2,,,,,,,0.2,,,,,,,,,,,,,,,1.0,,,"•-operable-with-low-amperages-on-sheet-metal
•-excellent-bead-appearance
•-slag-control-accommodates-vertical-down-welding",,,,,,"aws-a5.1/a5.1m:-e6013
asme-sfa-a5.1:-e6013
abs:-e6013
lloyd’s-register:-3m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb/csa-w48-06:-e4313
en-iso-2560-b:-e4313-a
welding-positions
all",436,
762,,,,,"•-sheet-metal
•-irregular-short-welds-that-change-positions
•-maintenance-or-repair-welding
•-for-use-with-small-ac-welders-with-low-ocv",,,,0.05500000000000001,,,,,,,,,,,,,,,,,,,0.385,,,,,,,,,,,,0.015,,,,,,,,,,0.2,,,"•-operable-with-low-amperages-on-sheet-metal
•-excellent-bead-appearance
•-slag-control-accommodates-vertical-down-welding",,,,,,"aws-a5.1/a5.1m:-e6013
asme-sfa-a5.1:-e6013
abs:-e6013
lloyd’s-register:-3m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb/csa-w48-06:-e4313
en-iso-2560-b:-e4313-a
welding-positions
all",436,
763,,,,,"•-maintenance-and-repair-welding
•-sheet-metal-and-fillet-welds
•-heavy-sections",,,,0.15,,,0.3,,,,,,,,,,,,,,,,1.25,,0.08,,,,,0.2,,,,,0.035,,,,,,,,,,0.9,,,"•-high-deposition-rates
•-excellent-operator-appeal
•-easy-to-use
•-operates-on-low-amperages",,,,,,"aws-a5.1/a5.1m:-e7014
asme-sfa-a5.1:-e7014
abs:-e7014
lloyd’s-register:-1m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb:-e4914
welding-positions
all",437,
764,,,,,"•-maintenance-and-repair-welding
•-sheet-metal-and-fillet-welds
•-heavy-sections",,,,0.08,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,0.015,,,,,,,,,,0.365,,,"•-high-deposition-rates
•-excellent-operator-appeal
•-easy-to-use
•-operates-on-low-amperages",,,,,,"aws-a5.1/a5.1m:-e7014
asme-sfa-a5.1:-e7014
abs:-e7014
lloyd’s-register:-1m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb:-e4914
welding-positions
all",437,
765,,,,,"diameters-/-packaging
diameter-length",,,,,,,0.3,,,,,,,,,,,,,,,,1.0,,0.2,,,,,0.5,,,,,0.03,,,,,,,,,,0.8,,,"conformances
aws-a5.5/a5.5m:-2006-e8010-g,-e8010-p1*
asme-sfa-a5.5:-e8010-g,-e8010-p1*
abs:-e8010-g
cwb/csa-w48-06:-e5510-g
tuv:-din-en-iso-2560-a:e
*-this-product-is-classified-as-an-e8010-g;-however,-it-also-meets-the-requirements-of-an-e8010-p1.
welding-positions
all",,0.1,,,,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",438,
766,,,,,"diameters-/-packaging
diameter-length",,,,0.15000000000000002,,,0.10500000000000001,,,,,,,,,,,,,,,,0.8999999999999999,,0.1,,,,,0.86,,,,,,,,,,,,,,,0.175,,,"conformances
aws-a5.5/a5.5m:-2006-e8010-g,-e8010-p1*
asme-sfa-a5.5:-e8010-g,-e8010-p1*
abs:-e8010-g
cwb/csa-w48-06:-e5510-g
tuv:-din-en-iso-2560-a:e
*-this-product-is-classified-as-an-e8010-g;-however,-it-also-meets-the-requirements-of-an-e8010-p1.
welding-positions
all",,0.03,,,,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",438,
767,,,,,"(cid:23)(cid:3)api-5l-x42-through-x56-grade-pipe-
(cid:23)(cid:3)cross-country-and-in-plant-pipe",,,,0.12,,,,,,,,,,,,,,,,,,,0.6,,0.525,,,,,,,,,,0.03,,,,,,,0.03,,,0.4,,,"(cid:23)(cid:3)for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration-and-superior-puddle-control
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)capable-of-480-mpa-(70-ksi)-tensile-strength-
weld-deposits",,,,,,"aws-a5.5/a5.5m:-2006-e7010-a1
asme-sfa-a5.5:-e7010-a1
abs:-e7010-a1
cwb/csa-w48-06:-e4910-a1
tuv:-din-en-iso-2560-a:e
mil-e-22200/7:-mil-7010-a1
welding-positions
all",439,
768,,,,,"(cid:23)(cid:3)api-5l-x42-through-x56-grade-pipe-
(cid:23)(cid:3)cross-country-and-in-plant-pipe",,,,0.095,,,,,,,,,,,,,,,,,,,0.43999999999999995,,0.51,,,,,,,,,,0.015,,,,,,,,,,0.17,,,"(cid:23)(cid:3)for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration-and-superior-puddle-control
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)capable-of-480-mpa-(70-ksi)-tensile-strength-
weld-deposits",,,,,,"aws-a5.5/a5.5m:-2006-e7010-a1
asme-sfa-a5.5:-e7010-a1
abs:-e7010-a1
cwb/csa-w48-06:-e4910-a1
tuv:-din-en-iso-2560-a:e
mil-e-22200/7:-mil-7010-a1
welding-positions
all",439,
